Time_Stamps,AC_CabinTemp,AC_CabinTemp_FC,VEC,VEC_FC,VS
2154,32.74,24.62,0.96,0.51,29.88
2155,23.31,23.02,0.95,0.07,48.58
2156,25.12,32.25,0.34,0.14,33.47
2157,23.85,32.86,0.64,0.31,19.52
2158,26.52,24.11,0.53,0.04,64.94
2159,27.85,33.11,0.82,0.31,67.34
2160,31.73,30.93,0.63,0.06,82.92
2161,30.46,28.76,0.0,0.24,87.48
2162,30.07,32.79,0.76,0.27,70.45
2163,26.58,27.45,0.75,0.99,68.75
2164,32.94,24.52,0.51,0.24,5.67
2165,28.13,25.7,0.9,0.24,10.98
2166,34.73,28.57,0.91,0.69,81.26
2167,30.24,28.91,0.52,0.86,23.3
2168,23.64,32.47,0.61,0.39,35.56
2169,30.79,32.29,1.0,0.88,14.53
2170,26.23,29.56,0.3,0.34,19.52
2171,30.92,32.15,0.32,0.2,77.54
2172,22.91,24.49,0.18,0.33,26.19
2173,24.27,22.65,0.9,0.61,44.9
2174,33.12,33.36,0.74,0.37,15.17
2175,24.95,22.98,0.11,0.67,67.79
2176,32.88,25.21,0.98,0.24,72.83
2177,25.63,31.04,0.73,0.7,36.17
2178,30.36,27.32,0.85,0.35,78.47
2179,31.02,33.39,0.05,0.46,23.99
2180,28.66,25.87,0.5,0.56,69.19
2181,25.97,22.15,0.7,0.69,73.0
2182,24.76,25.91,0.54,0.24,96.87
2183,22.43,29.51,0.67,0.84,23.23
2184,25.95,26.89,0.82,0.72,9.37
2185,30.49,28.95,0.37,0.23,26.3
2186,34.2,33.4,0.85,0.97,12.29
2187,33.33,33.86,0.16,0.66,16.97
2188,31.96,25.46,0.27,0.45,33.41
2189,32.25,28.01,0.04,0.16,41.4
2190,30.64,29.14,0.36,0.53,90.37
2191,25.38,34.34,0.38,0.16,19.56
2192,33.79,34.98,0.81,0.43,97.18
2193,30.72,25.06,0.65,0.41,81.02
2194,29.29,31.45,0.44,0.72,88.15
2195,23.44,26.91,0.65,0.19,92.94
2196,27.81,22.11,0.05,0.82,75.32
2197,27.98,22.12,0.18,0.33,78.88
2198,33.24,27.99,0.63,0.44,43.78
2199,29.11,28.35,0.64,0.77,51.05
2200,26.95,22.29,0.77,0.63,93.25
2201,34.7,30.93,0.4,0.31,37.83
2202,23.44,25.82,0.72,0.39,4.19
2203,27.49,29.28,0.68,0.31,76.28
2204,22.55,25.91,0.96,0.59,57.32
2205,31.62,24.17,0.22,0.33,81.49
2206,33.93,27.29,0.55,0.73,7.56
2207,25.64,25.02,0.6,0.58,62.12
2208,33.16,28.95,1.0,0.15,24.77
2209,25.8,24.58,0.2,0.31,90.33
2210,33.84,28.61,0.52,0.22,10.99
2211,31.8,24.05,0.35,0.39,84.31
2212,32.46,30.72,0.53,0.52,8.86
2213,22.23,31.8,0.23,0.51,2.51
2214,34.52,23.44,0.05,0.75,23.51
2215,31.45,28.08,0.57,0.19,33.3
2216,25.96,22.92,0.34,0.95,62.65
2217,32.78,29.78,0.18,0.34,13.17
2218,25.66,25.44,0.32,0.3,43.73
2219,33.35,28.86,0.05,0.69,20.43
2220,23.46,28.73,0.95,0.81,85.53
2221,31.15,34.02,0.58,0.38,4.5
2222,29.03,29.14,0.81,0.75,35.59
2223,23.25,29.58,0.42,0.88,63.14
2224,25.14,27.22,0.9,0.77,91.31
2225,22.16,34.34,0.48,0.03,86.8
2226,28.09,32.1,0.57,0.83,89.52
2227,25.92,25.71,0.49,0.77,6.29
2228,29.78,32.97,0.73,0.67,84.09
2229,25.86,27.62,0.57,0.76,77.99
2230,25.9,32.77,0.27,0.98,90.24
2231,31.66,32.7,0.15,0.43,31.16
2232,22.63,24.46,0.61,0.07,91.18
2233,33.74,31.11,0.49,0.46,40.26
2234,33.08,25.78,0.1,0.05,63.41
2235,30.68,25.87,0.4,0.29,42.42
2236,29.71,25.85,0.51,0.59,42.76
2237,33.6,31.43,0.83,0.31,54.66
2238,24.41,24.99,0.08,0.69,35.59
2239,23.03,22.01,0.35,0.82,79.27
2240,25.11,31.3,0.82,0.42,63.36
2241,32.33,24.23,0.65,0.9,68.98
2242,22.45,23.36,0.29,0.08,23.1
2243,29.58,25.09,0.85,0.84,96.96
2244,34.94,26.94,0.49,0.83,66.02
2245,33.12,28.19,0.5,0.32,19.72
2246,28.78,22.58,0.98,0.3,75.05
2247,22.83,34.62,0.95,0.31,17.37
2248,32.81,31.31,0.36,0.81,6.34
2249,29.79,26.2,0.14,0.83,52.76
2250,23.49,26.14,0.33,0.33,55.35
2251,23.22,27.83,0.03,0.59,18.9
2252,33.83,30.14,0.02,0.14,34.84
2253,30.7,23.9,0.4,0.47,94.58
2254,32.78,24.46,0.94,1.0,28.5
2255,33.43,33.17,0.87,0.16,15.56
2256,29.43,25.33,0.51,0.95,99.26
2257,28.73,26.94,0.57,0.82,30.23
2258,27.6,33.33,0.01,0.97,68.03
2259,26.12,30.62,0.22,0.18,23.16
2260,27.65,26.44,0.02,0.21,55.01
2261,32.06,30.89,0.75,0.02,38.63
2262,29.83,22.26,0.15,0.72,96.16
2263,33.6,31.56,0.87,0.64,43.28
2264,27.76,28.33,0.64,0.18,58.42
2265,29.89,32.57,0.23,0.79,94.48
2266,30.21,34.41,0.16,0.3,98.92
2267,29.69,34.04,0.63,0.13,10.17
2268,31.13,33.82,0.9,0.42,83.43
2269,25.09,28.66,0.72,0.09,38.21
2270,28.66,26.68,0.35,0.26,59.48
2271,23.35,28.05,0.59,0.37,37.5
2272,27.0,30.97,0.31,0.85,40.11
2273,28.34,33.49,1.0,0.79,15.89
2274,30.48,24.69,0.75,0.44,57.28
2275,34.36,33.94,0.61,0.72,54.67
2276,29.81,32.6,0.42,0.57,18.94
2277,31.67,34.73,0.62,0.34,54.17
2278,28.58,33.44,0.34,0.73,97.31
2279,30.24,25.64,0.03,0.68,71.44
2280,22.92,23.38,0.4,0.62,48.1
2281,25.31,23.46,0.93,0.62,91.61
2282,26.7,25.79,0.63,0.68,57.53
2283,28.14,29.98,0.08,0.38,13.5
2284,22.59,32.46,0.88,0.87,54.75
2285,23.82,33.69,0.27,0.16,18.1
2286,25.6,30.11,0.24,0.88,76.75
2287,34.63,22.07,0.3,0.34,96.72
2288,26.31,24.42,0.58,0.13,36.08
2289,28.27,23.3,0.54,0.6,43.49
2290,24.55,26.72,0.49,0.38,42.15
2291,29.94,28.52,0.72,0.82,28.53
2292,25.65,22.56,0.32,0.43,79.42
2293,24.69,26.53,0.78,0.67,61.77
2294,28.72,24.33,0.18,0.31,6.41
2295,22.07,30.41,0.78,0.21,83.88
2296,22.1,28.04,0.66,0.39,18.71
2297,24.85,28.44,0.68,0.61,97.92
2298,22.48,27.56,0.48,0.66,37.67
2299,23.4,34.43,0.67,0.58,61.64
2300,26.41,24.79,0.08,0.99,7.78
2301,32.43,28.72,0.85,0.69,34.47
2302,29.44,31.57,0.06,0.93,80.24
2303,28.66,29.24,0.15,0.12,47.72
2304,25.82,34.08,0.58,0.06,90.46
2305,34.11,26.91,0.74,0.31,57.51
2306,27.16,28.03,0.08,0.14,92.86
2307,23.13,23.15,0.92,0.53,98.26
2308,30.02,29.92,0.97,0.52,45.39
2309,23.48,25.75,0.61,0.58,56.52
2310,26.49,24.08,0.48,0.75,83.49
2311,28.6,29.08,0.74,0.97,22.15
2312,33.36,28.92,0.33,0.88,86.16
2313,28.42,22.99,0.49,0.12,59.19
2314,31.13,31.08,0.92,0.34,72.55
2315,34.91,30.11,0.96,0.26,7.99
2316,23.71,24.46,0.93,0.18,76.62
2317,25.57,28.1,0.26,0.54,31.08
2318,27.13,31.36,0.23,0.55,80.52
2319,27.48,28.88,0.3,0.23,50.92
2320,27.34,27.14,0.44,0.71,27.46
2321,33.8,26.19,0.31,0.73,95.28
2322,31.28,29.94,0.37,0.02,76.51
2323,29.9,34.21,0.62,0.4,98.57
2324,26.02,30.73,0.76,0.89,36.45
2325,32.71,22.97,0.74,0.52,64.92
2326,34.42,27.99,0.81,0.35,61.16
2327,32.68,33.58,0.03,0.25,68.76
2328,22.02,23.23,0.05,0.24,3.83
2329,30.27,34.86,0.79,0.1,29.17
2330,22.66,34.34,0.53,0.82,90.93
2331,25.35,23.02,0.58,0.09,42.38
2332,22.77,34.13,0.05,0.29,96.06
2333,29.85,26.72,0.26,0.05,21.35
2334,30.93,32.98,0.64,0.78,99.74
2335,23.49,27.44,0.86,0.04,69.76
2336,26.99,27.73,0.92,0.31,77.64
2337,27.93,30.25,0.5,0.57,39.69
2338,26.8,32.07,0.55,0.41,90.7
2339,23.57,22.44,0.83,0.28,54.55
2340,27.45,29.71,0.54,0.28,68.09
2341,31.77,24.43,0.52,0.8,9.48
2342,22.92,26.5,0.91,0.97,63.17
2343,23.04,26.52,0.79,0.35,87.91
2344,26.61,28.1,0.91,0.04,17.83
2345,34.24,26.34,0.22,0.04,73.77
2346,30.69,23.4,0.52,0.76,2.54
2347,30.82,23.89,0.84,0.55,92.62
2348,26.7,22.43,0.11,0.78,98.29
2349,29.72,28.11,0.79,0.7,35.42
2350,22.13,34.41,0.18,0.91,10.71
2351,30.27,23.5,0.81,0.89,65.86
2352,33.87,34.3,0.61,0.79,2.98
2353,29.96,31.53,0.19,0.48,48.25
2354,33.36,30.29,0.47,0.31,27.18
2355,31.41,30.39,0.68,0.51,47.33
2356,23.57,32.75,0.63,0.5,1.83
2357,33.73,23.39,0.43,0.61,5.16
2358,22.86,28.56,0.9,0.19,1.6
2359,28.94,31.06,0.52,0.66,61.91
2360,23.85,29.63,0.51,0.46,56.01
2361,22.15,32.83,0.06,0.62,23.32
2362,27.49,22.94,0.92,0.24,64.66
2363,25.84,30.98,0.18,0.43,88.42
2364,28.32,28.94,0.53,0.21,27.73
2365,29.5,26.93,0.8,0.88,83.2
2366,22.57,26.42,0.22,0.49,66.25
2367,23.6,30.07,0.53,0.22,3.38
2368,29.26,33.58,0.24,0.04,37.51
2369,26.46,28.45,0.76,0.68,50.78
2370,31.48,32.72,0.56,0.21,73.17
2371,30.48,27.23,0.86,0.99,28.71
2372,32.99,23.33,0.89,0.53,98.27
2373,31.0,22.8,0.65,0.29,68.45
2374,27.59,22.67,0.73,0.66,37.28
2375,30.75,26.94,0.55,0.28,9.7
2376,25.58,26.38,0.38,0.82,18.14
2377,25.98,31.33,0.65,0.31,48.76
2378,32.26,31.66,0.91,0.99,49.47
2379,27.8,22.66,0.42,0.61,76.77
2380,32.38,24.87,0.31,0.84,72.62
2381,32.69,25.57,0.39,0.07,20.13
2382,33.15,29.12,0.44,0.35,59.5
2383,33.92,23.88,0.07,0.74,2.06
2384,27.6,23.74,0.5,0.66,39.85
2385,26.15,34.27,0.49,0.19,76.41
2386,29.57,32.45,0.59,0.36,39.95
2387,26.83,24.35,0.36,0.26,83.56
2388,29.81,27.29,0.61,0.61,97.62
2389,31.17,26.62,0.88,0.34,60.72
2390,30.95,32.28,0.96,0.31,14.5
2391,26.87,28.63,0.58,0.21,37.97
2392,24.17,23.66,0.04,0.41,0.95
2393,27.6,31.61,0.97,0.2,60.27
2394,23.85,27.16,0.71,0.96,82.16
2395,33.57,25.42,0.34,0.15,62.99
2396,26.5,26.88,0.15,0.91,78.61
2397,24.01,28.47,0.14,0.43,79.99
2398,22.33,26.46,0.17,0.38,85.1
2399,30.4,25.14,0.05,0.23,26.67
2400,30.28,27.18,0.9,0.64,87.13
2401,26.43,22.25,0.54,0.69,65.41
2402,22.93,32.04,0.7,0.47,28.97
2403,27.33,24.22,0.83,0.06,98.73
2404,26.05,22.57,0.79,0.92,95.02
2405,30.8,30.5,0.88,0.98,57.44
2406,29.88,32.06,0.97,0.43,84.32
2407,26.74,32.58,0.44,0.61,26.15
2408,24.83,28.42,0.95,0.45,41.6
2409,34.84,24.67,0.72,0.32,18.4
2410,27.9,31.58,0.07,0.08,52.01
2411,30.95,31.1,0.68,0.46,49.6
2412,23.83,25.2,0.69,0.82,21.28
2413,28.31,33.74,0.91,0.02,67.28
2414,22.36,23.36,0.37,0.58,11.78
2415,28.57,34.77,0.58,0.88,6.17
2416,34.53,33.18,0.01,0.22,38.49
2417,26.99,30.94,0.33,0.18,40.98
2418,22.51,34.2,0.06,0.77,31.97
2419,22.4,31.39,0.52,0.26,25.79
2420,27.04,24.48,0.82,0.19,33.88
2421,24.08,27.75,0.21,0.38,16.34
2422,22.3,22.93,0.53,0.39,40.35
2423,31.83,27.07,0.2,0.87,90.46
2424,27.96,31.64,0.12,0.62,22.44
2425,25.76,27.02,0.51,0.41,68.45
2426,33.7,26.29,0.08,0.53,14.18
2427,23.51,29.74,0.59,0.95,35.39
2428,34.43,33.34,0.03,0.11,32.12
2429,26.08,22.62,0.11,0.21,93.7
2430,33.55,27.01,0.55,0.96,42.8
2431,29.84,24.06,0.59,0.96,69.05
2432,32.75,31.04,0.03,0.18,60.25
2433,34.79,23.37,0.57,0.15,14.1
2434,25.75,30.64,0.84,0.42,93.95
2435,34.49,25.72,0.72,0.05,34.59
2436,27.06,24.59,0.13,0.65,4.48
2437,27.01,34.17,0.59,0.08,30.04
2438,26.43,22.24,0.67,0.06,33.56
2439,29.04,27.69,0.04,0.49,9.27
2440,24.0,22.28,0.86,0.96,62.0
2441,29.2,28.29,0.91,0.43,34.68
2442,29.04,28.51,0.85,0.36,62.91
2443,31.9,26.18,0.82,1.0,0.67
2444,32.84,23.72,0.74,0.53,98.2
2445,27.73,26.89,0.63,0.38,17.05
2446,25.93,30.74,0.68,0.39,65.93
2447,25.37,32.17,0.81,0.19,71.58
2448,24.53,28.9,0.66,0.51,17.16
2449,22.75,29.67,0.33,0.44,11.17
2450,26.45,24.61,0.38,0.27,15.26
2451,25.51,25.74,0.9,0.16,24.68
2452,34.56,24.1,0.02,0.31,16.82
2453,29.25,25.24,0.7,0.51,67.4
2454,26.51,24.92,0.95,0.06,42.08
2455,29.55,28.75,0.71,0.15,53.78
2456,23.81,29.31,0.99,0.95,4.73
2457,27.77,34.28,0.69,0.54,86.12
2458,30.14,24.54,0.03,0.06,17.06
2459,28.36,30.34,0.83,0.69,36.02
2460,27.22,32.62,0.28,0.06,7.19
2461,34.92,29.28,0.45,0.74,13.68
2462,33.44,25.32,0.31,0.75,66.58
2463,30.1,25.41,0.27,0.65,69.26
2464,29.4,22.51,0.43,0.73,67.7
2465,30.07,25.97,0.38,0.09,55.21
2466,24.62,31.68,0.63,0.73,95.25
2467,27.14,22.62,0.81,0.14,50.72
2468,22.51,24.85,0.3,0.34,44.94
2469,28.18,31.18,0.21,0.94,24.75
2470,29.06,32.17,0.67,0.5,9.88
2471,24.96,27.92,0.67,0.97,54.82
2472,34.53,31.07,0.9,0.09,31.49
2473,33.82,27.04,0.02,0.48,52.4
2474,31.39,24.08,0.85,0.06,20.61
2475,28.93,27.18,0.52,0.63,83.82
2476,33.31,29.54,0.62,0.08,99.97
2477,23.7,34.32,0.09,0.18,32.24
2478,32.28,22.89,0.43,0.26,84.23
2479,23.62,28.6,0.23,0.75,87.3
2480,32.32,26.28,0.25,0.16,99.61
2481,25.58,28.61,0.5,0.85,34.27
2482,33.4,22.31,0.81,0.13,75.6
2483,34.27,26.07,0.74,0.04,22.88
2484,23.93,32.66,0.59,0.4,62.48
2485,28.01,29.2,0.54,0.98,70.48
2486,34.75,27.86,0.43,0.11,74.11
2487,28.28,25.71,0.97,0.1,20.72
2488,33.23,25.87,0.56,0.75,84.87
2489,29.65,26.98,0.25,0.31,42.1
2490,26.88,32.86,0.23,0.72,21.64
2491,25.72,34.57,0.61,0.2,54.25
2492,24.64,27.7,0.52,0.46,86.34
2493,31.9,27.11,0.01,0.27,96.71
2494,27.03,33.01,0.83,0.45,74.82
2495,28.65,27.55,0.7,0.77,0.56
2496,28.4,29.18,0.66,0.76,13.47
2497,29.5,25.0,0.07,0.52,7.63
2498,33.25,31.67,0.36,0.93,10.12
2499,34.75,28.92,0.94,0.26,38.3
2500,27.3,32.52,0.86,0.24,33.85
2501,32.76,32.15,0.29,0.61,11.37
2502,31.94,24.8,0.16,0.62,88.22
2503,29.46,31.3,0.45,0.05,61.54
2504,34.43,32.4,0.36,0.61,79.65
2505,24.61,26.5,0.68,0.37,37.15
2506,23.42,24.24,0.97,0.75,41.02
2507,33.1,22.03,0.36,0.81,31.76
2508,27.71,27.86,0.06,0.55,43.84
2509,33.01,26.58,0.9,0.0,61.04
2510,33.61,29.21,0.04,0.64,49.3
2511,22.81,24.44,0.95,0.75,83.79
2512,33.49,33.18,0.66,0.25,90.01
2513,27.83,25.35,0.94,0.46,46.97
2514,28.64,24.94,0.2,0.97,23.97
2515,30.15,28.25,0.04,0.3,94.52
2516,34.04,28.49,0.49,0.22,73.5
2517,22.25,24.8,0.45,0.21,64.01
2518,28.2,25.53,0.33,0.56,74.54
2519,30.94,24.21,0.96,0.95,7.6
2520,31.4,31.34,0.82,0.61,6.76
2521,31.0,32.01,0.66,0.3,15.31
2522,23.75,28.01,0.16,0.64,14.75
2523,25.89,31.28,0.73,0.62,42.07
2524,26.66,31.57,0.73,0.6,15.74
2525,32.46,23.8,0.43,0.16,85.45
2526,25.62,34.56,0.92,0.63,57.81
2527,24.74,32.67,0.17,0.43,36.83
2528,34.45,24.66,0.27,0.02,6.96
2529,22.12,24.42,0.06,0.54,59.1
2530,34.97,23.63,0.8,0.99,11.65
2531,30.8,23.8,0.62,0.35,74.32
2532,32.77,31.73,0.31,0.97,80.28
2533,25.83,28.11,0.16,0.1,54.4
2534,22.19,32.18,0.04,0.73,14.96
2535,31.59,31.7,0.17,0.11,78.69
2536,32.84,29.86,0.45,0.27,30.78
2537,31.63,30.92,0.25,0.57,22.27
2538,23.86,22.24,0.26,0.59,47.06
2539,31.79,26.05,0.88,0.78,92.26
2540,32.0,30.29,0.52,0.62,29.74
2541,30.56,22.12,0.73,0.59,90.56
2542,31.96,22.43,0.04,0.91,5.37
2543,33.0,33.07,0.37,0.45,8.35
2544,29.98,30.89,0.48,0.23,69.86
2545,23.15,25.45,0.19,0.16,19.06
2546,28.34,30.94,0.12,0.4,31.66
2547,23.01,32.3,0.87,0.71,13.64
2548,27.3,25.99,0.94,0.04,33.22
2549,27.29,22.47,0.08,0.13,28.05
2550,22.86,34.13,0.35,0.11,73.63
2551,26.53,26.49,0.96,0.59,70.2
2552,23.44,23.38,0.08,0.24,95.49
2553,32.51,28.39,0.64,0.17,72.44
2554,34.32,31.99,0.97,0.59,69.48
2555,22.94,24.88,0.98,0.76,69.42
2556,34.42,25.5,0.47,0.33,88.3
2557,28.79,25.16,0.16,0.58,29.62
2558,25.89,34.89,0.2,0.1,30.01
2559,23.0,24.57,0.89,0.94,74.12
2560,28.51,29.48,0.91,0.34,22.87
2561,32.33,34.03,0.61,1.0,91.2
2562,31.19,23.91,0.77,0.98,53.48
2563,22.65,34.62,0.74,0.78,30.01
2564,22.95,34.32,0.66,0.02,77.61
2565,27.24,33.5,0.83,0.54,31.23
2566,25.84,24.79,0.69,0.09,96.33
2567,25.02,30.24,0.53,0.9,98.3
2568,25.65,31.89,0.24,0.79,66.68
2569,32.45,34.82,0.74,0.97,11.36
2570,34.08,24.35,0.47,0.61,26.32
2571,27.27,31.96,0.29,0.52,51.54
2572,33.78,26.4,0.8,0.52,85.14
2573,26.18,24.28,0.7,0.39,18.49
2574,28.19,27.48,0.94,0.47,10.44
2575,24.94,32.32,0.17,0.64,7.45
2576,30.33,28.04,0.65,0.93,50.7
2577,34.73,28.99,0.24,0.6,88.47
2578,29.85,34.94,0.9,0.86,4.24
2579,26.65,27.19,0.1,0.86,21.23
2580,30.42,30.0,0.66,0.52,69.33
2581,23.6,26.75,0.79,0.35,82.59
2582,33.55,27.11,0.35,0.64,80.74
2583,28.54,31.04,0.95,0.45,78.51
2584,27.84,34.19,0.85,0.08,12.98
2585,29.62,29.05,0.29,0.38,39.72
2586,30.12,31.99,0.01,0.99,98.47
2587,22.93,23.16,0.3,0.05,98.89
2588,30.87,24.75,0.28,0.7,60.24
2589,25.15,28.53,0.89,0.84,70.93
2590,31.28,22.26,0.97,0.65,95.13
2591,32.69,25.29,0.07,0.57,44.99
2592,32.45,28.73,0.47,0.71,13.69
2593,29.18,22.19,0.55,0.43,66.89
2594,28.76,25.44,0.09,0.09,96.01
2595,23.86,28.68,0.38,0.96,69.72
2596,32.08,29.45,0.32,0.43,80.33
2597,25.53,34.03,0.54,0.67,42.27
2598,28.46,30.39,0.66,0.53,9.65
2599,25.7,27.39,0.7,0.05,16.89
2600,23.74,34.09,0.14,0.95,98.27
2601,30.18,32.2,0.81,0.79,49.32
2602,22.71,24.6,0.68,0.15,1.2
2603,31.73,23.7,0.89,0.98,95.54
2604,26.13,30.79,0.45,0.74,49.78
2605,22.0,29.28,0.89,0.47,83.63
2606,28.64,32.27,0.87,0.61,54.85
2607,22.61,31.6,0.44,0.11,10.17
2608,25.59,30.13,0.38,0.56,61.56
2609,31.19,34.82,0.93,0.07,99.74
2610,22.81,28.94,0.72,0.54,3.47
2611,32.91,23.47,0.93,0.55,84.18
2612,22.05,32.77,0.8,0.87,23.55
2613,25.21,25.27,0.61,0.73,39.39
2614,31.63,32.1,0.12,0.25,37.27
2615,26.11,34.44,0.29,0.89,89.88
2616,23.32,31.06,0.97,0.57,50.45
2617,26.68,29.75,0.32,0.61,44.72
2618,25.52,27.99,0.09,0.17,81.8
2619,32.96,26.74,0.71,0.86,4.89
2620,26.07,26.59,0.73,0.93,8.65
2621,32.26,30.27,0.29,0.77,2.17
2622,33.59,31.77,0.3,0.94,68.8
2623,27.64,30.82,0.47,0.3,52.56
2624,33.83,24.58,0.02,0.86,87.6
2625,26.91,28.42,0.79,0.49,49.85
2626,34.53,32.29,0.32,0.16,22.18
2627,23.16,28.18,0.85,0.67,80.51
2628,30.93,28.98,0.8,0.68,29.43
2629,28.42,32.02,0.66,0.29,93.57
2630,27.04,30.6,0.32,0.03,25.04
2631,30.23,27.32,0.52,0.2,16.77
2632,31.15,33.64,0.44,0.4,49.33
2633,22.06,24.11,0.34,0.17,5.05
2634,24.17,34.94,0.85,0.19,3.64
2635,31.27,23.55,0.48,0.39,49.6
2636,30.66,22.19,0.83,0.96,21.51
2637,34.56,33.57,0.11,0.76,0.94
2638,31.89,25.18,0.14,0.32,29.61
2639,34.36,31.49,0.98,0.95,47.74
2640,31.13,32.54,0.59,0.65,39.43
2641,25.87,33.17,0.51,0.46,13.55
2642,23.37,34.89,0.52,0.47,57.97
2643,32.16,25.82,0.22,0.41,71.03
2644,30.37,31.23,0.72,0.23,67.55
2645,22.63,23.5,0.08,0.39,39.38
2646,26.68,27.29,0.57,0.53,13.76
2647,34.44,33.02,0.57,0.53,49.95
2648,28.51,26.78,0.91,0.76,89.04
2649,27.63,29.68,0.53,0.36,46.87
2650,27.95,28.55,0.14,0.72,19.57
2651,24.72,30.4,0.57,0.58,9.31
2652,26.79,34.65,0.09,0.96,94.39
2653,26.81,22.72,0.2,0.39,74.3
2654,22.68,29.46,0.03,0.9,31.3
2655,31.98,33.22,0.51,0.82,29.54
2656,27.41,28.26,0.08,0.64,89.52
2657,32.69,23.02,0.47,0.65,17.76
2658,33.05,29.29,0.93,0.08,53.5
2659,24.76,26.32,0.72,0.95,71.35
2660,30.55,24.01,0.08,0.11,39.64
2661,28.14,33.04,0.22,0.56,3.99
2662,33.44,28.78,0.67,0.33,22.78
2663,24.8,34.13,0.89,0.43,90.18
2664,30.81,32.48,0.03,0.61,52.31
2665,29.9,31.01,0.81,0.91,81.54
2666,25.84,22.07,0.56,0.46,55.57
2667,23.78,27.56,0.55,0.99,94.36
2668,30.47,24.57,0.96,0.59,90.91
2669,31.6,33.84,0.75,0.16,48.29
2670,26.1,24.27,0.85,0.19,31.83
2671,30.38,25.72,0.35,0.72,60.17
2672,27.14,28.72,0.55,0.05,67.49
2673,31.27,25.42,0.62,0.48,49.84
2674,24.59,24.73,0.32,0.15,82.23
2675,33.57,29.79,0.57,0.43,18.33
2676,25.74,23.16,0.24,0.75,33.44
2677,26.78,22.76,0.14,0.46,68.64
2678,22.76,26.84,0.37,0.16,24.67
2679,23.45,31.37,0.74,0.25,43.98
2680,28.71,29.21,0.92,0.37,96.37
2681,25.48,27.5,0.46,0.07,62.59
2682,32.86,29.35,0.64,0.58,94.91
2683,22.19,26.75,0.1,0.61,72.24
2684,26.93,34.17,0.9,0.06,72.47
2685,26.39,22.71,0.57,0.4,59.19
2686,22.25,30.75,0.78,0.41,14.22
2687,23.62,33.59,0.79,0.33,51.97
2688,27.38,32.45,0.26,0.56,25.27
2689,28.41,24.39,0.53,0.35,99.87
2690,27.26,25.85,0.96,0.42,26.7
2691,28.9,31.32,0.09,0.8,23.07
2692,29.74,23.1,0.68,0.16,62.39
2693,22.13,32.55,0.96,0.62,51.09
2694,28.03,31.35,0.3,0.51,2.14
2695,34.53,31.48,0.86,0.31,12.95
2696,28.75,23.3,0.93,0.73,81.1
2697,30.81,31.33,0.75,0.55,48.37
2698,26.05,30.84,0.23,0.48,14.6
2699,32.06,32.8,0.33,0.67,46.52
2700,32.05,22.54,0.04,0.8,25.31
2701,28.78,22.3,0.83,0.97,22.36
2702,34.69,26.85,0.85,0.63,95.77
2703,23.63,23.93,0.63,0.87,36.2
2704,22.22,29.26,0.35,0.0,4.64
2705,32.01,33.93,0.08,0.53,97.03
2706,32.49,27.09,0.75,0.21,79.48
2707,23.56,32.98,0.73,0.09,25.44
2708,25.45,22.0,0.91,0.53,40.89
2709,22.23,24.19,0.73,0.75,86.23
2710,25.81,22.4,0.83,0.41,35.74
2711,32.05,26.27,0.75,0.67,56.74
2712,28.73,33.81,0.63,0.49,53.49
2713,26.53,23.26,0.43,0.44,40.13
2714,26.83,29.88,0.9,0.29,63.95
2715,22.02,27.87,0.65,0.38,47.33
2716,25.9,34.2,0.4,0.35,2.12
2717,30.4,23.59,0.08,0.65,81.44
2718,34.66,24.76,0.29,0.12,11.32
2719,33.01,22.38,0.54,0.09,46.41
2720,22.31,27.64,0.28,0.66,57.99
2721,33.68,25.61,0.22,0.55,70.55
2722,32.18,33.31,0.53,0.43,41.08
2723,32.14,29.86,0.17,0.15,73.55
2724,27.95,29.98,0.8,0.41,13.14
2725,27.17,28.91,0.48,0.79,65.34
2726,25.94,23.19,0.57,0.89,82.63
2727,22.85,27.79,0.15,0.7,88.94
2728,24.97,34.99,0.32,0.06,57.96
2729,25.21,32.86,0.41,0.67,31.29
2730,28.29,33.61,0.81,0.24,16.34
2731,31.72,32.7,0.77,0.32,34.56
2732,28.16,23.34,0.22,0.2,54.0
2733,22.75,24.96,0.62,0.78,19.63
2734,34.45,22.04,0.24,0.65,95.25
2735,34.26,25.95,0.99,0.61,89.71
2736,32.21,23.41,0.95,0.67,3.3
2737,34.89,28.15,0.56,0.24,56.2
2738,29.08,30.8,0.7,0.44,78.93
2739,34.52,33.37,0.8,0.63,24.54
2740,22.98,31.74,0.72,0.64,52.39
2741,26.75,34.2,0.7,0.79,40.6
2742,24.93,22.7,0.96,0.29,19.65
2743,24.55,22.16,0.6,0.77,61.47
2744,23.83,30.6,0.64,0.44,99.37
2745,30.09,25.76,0.85,0.67,36.53
2746,32.16,25.3,0.67,0.46,55.24
2747,29.52,26.3,0.73,0.95,32.79
2748,23.91,25.51,0.23,0.18,87.69
2749,32.54,28.65,0.37,0.68,86.46
2750,30.27,27.72,0.15,0.58,17.88
2751,27.05,28.66,0.51,0.17,89.99
2752,30.76,30.75,0.46,0.07,15.15
2753,25.38,27.03,1.0,0.8,9.54
2754,26.49,25.27,0.61,0.16,65.29
2755,33.93,24.16,0.79,0.19,38.59
2756,25.78,26.54,0.33,0.98,53.07
2757,28.11,31.64,0.83,0.72,65.26
2758,33.57,31.84,0.62,0.25,5.28
2759,31.2,30.67,0.7,0.59,29.3
